ts_ms,ax,ay,az,qr,qi,qj,qk,gy,gp,gr
9074.7,-21.6562500,4.9453125,-0.9218750,0.7478027,0.4474487,-0.4860229,0.0664062,-2.7148438,7.3730469,-12.6953125
9079.2,-21.6484375,4.4921875,-0.7500000,0.7610474,0.4555664,-0.4592896,0.0476685,-3.2031250,6.9199219,-12.0683594
9084.0,-21.5781250,2.8046875,0.6992188,0.7733765,0.4615479,-0.4335938,0.0290527,-3.6875000,6.4531250,-11.3496094
9090.4,-21.7734375,1.9648438,1.7187500,0.7857056,0.4655151,-0.4072876,0.0094604,-4.1875000,5.9785156,-10.5332031
9095.0,-21.2500000,1.0937500,2.7656250,0.7959595,0.4668579,-0.3853149,-0.0075073,-4.7187500,5.4570312,-9.6171875
9100.2,-19.8828125,-0.4296875,2.8007812,0.8065796,0.4656982,-0.3632812,-0.0253296,-5.2949219,4.7753906,-8.6035156
9104.2,-18.1523438,-1.0898438,4.7070312,0.8157349,0.4622803,-0.3452759,-0.0408936,-5.8378906,4.0742188,-7.5488281
9110.6,-16.7304688,-0.7929688,5.0195312,0.8255005,0.4559326,-0.3276367,-0.0572510,-6.3105469,3.3828125,-6.4941406
9115.0,-15.0429688,-0.4531250,5.4570312,0.8334961,0.4486694,-0.3146362,-0.0703735,-6.6796875,2.7070312,-5.5078125
9120.2,-13.3320312,-1.3203125,5.4726562,0.8423462,0.4383545,-0.3019409,-0.0844116,-6.9042969,2.0781250,-4.5664062
9124.2,-11.6484375,-4.4804688,4.5507812,0.8498535,0.4276733,-0.2926025,-0.0958862,-7.0761719,1.3847656,-3.6269531
9130.2,-11.2109375,-4.3554688,3.4648438,0.8575439,0.4146118,-0.2849121,-0.1073608,-7.1269531,0.6152344,-2.6992188
9135.0,-10.9179688,-3.5117188,2.7031250,0.8639526,0.4019775,-0.2800903,-0.1164551,-6.9101562,0.0546875,-1.8066406
9140.4,-9.7070312,-3.2382812,1.3359375,0.8704224,0.3874512,-0.2768555,-0.1250000,-6.6777344,-0.4941406,-0.9726562
9144.0,-8.3710938,-2.4140625,0.5078125,0.8754272,0.3746338,-0.2757568,-0.1309814,-6.4140625,-0.9511719,-0.2031250
9150.4,-8.0781250,-2.1406250,0.6640625,0.8808594,0.3593140,-0.2762451,-0.1365356,-6.1210938,-1.3203125,0.4960938
9154.8,-8.0195312,-1.9648438,0.7578125,0.8850098,0.3464966,-0.2777710,-0.1398315,-5.7324219,-1.4843750,1.1562500
9160.2,-8.0000000,-1.9804688,0.5390625,0.8894043,0.3322144,-0.2802124,-0.1417847,-5.1718750,-1.2792969,1.7500000
9164.2,-7.6445312,-2.7539062,-0.0078125,0.8930054,0.3200684,-0.2826538,-0.1419678,-4.7363281,-1.2363281,2.2011719
9170.4,-7.7226562,-2.7968750,-0.2695312,0.8966675,0.3065796,-0.2863159,-0.1412354,-4.6835938,-1.7539062,2.4941406
9175.0,-7.6875000,-2.4687500,-0.3906250,0.8994141,0.2946777,-0.2906494,-0.1404419,-4.7109375,-2.2695312,2.7265625
9180.2,-7.4062500,-1.8515625,-0.2968750,0.9021606,0.2800903,-0.2969971,-0.1392822,-4.7714844,-2.6972656,2.9589844
9184.4,-6.2109375,-0.8320312,-0.0429688,0.9041748,0.2671509,-0.3032837,-0.1381226,-4.9238281,-3.0976562,3.1992188
9190.4,-5.5390625,-0.4375000,0.2539062,0.9061890,0.2509155,-0.3117676,-0.1365356,-5.1113281,-3.5078125,3.4316406
9194.8,-5.1718750,-0.2031250,0.5078125,0.9074707,0.2365112,-0.3197632,-0.1351318,-5.3027344,-3.9277344,3.6289062
9200.2,-4.7656250,0.1054688,0.7812500,0.9085083,0.2189331,-0.3299561,-0.1333618,-5.4882812,-4.3652344,3.7949219
9204.4,-2.7226562,-0.0664062,1.7812500,0.9088745,0.2023926,-0.3400269,-0.1318359,-5.7226562,-4.8535156,3.9531250
9210.2,-1.3437500,-0.6992188,1.7109375,0.9085083,0.1827393,-0.3524170,-0.1302490,-6.0976562,-5.5097656,4.1386719
9214.8,-0.0078125,-1.7226562,1.7812500,0.9074707,0.1643677,-0.3644409,-0.1289673,-6.6191406,-6.3378906,4.3847656
9220.4,1.0664062,-2.2929688,1.8398438,0.9050903,0.1404419,-0.3805542,-0.1276855,-7.2285156,-7.2480469,4.7070312
9224.4,3.0273438,-3.8164062,1.4921875,0.9018555,0.1183472,-0.3956909,-0.1265869,-7.8769531,-8.2109375,5.1171875
9229.2,3.6289062,-5.7304688,1.1367188,0.8964844,0.0897217,-0.4155273,-0.1251221,-8.5117188,-9.2363281,5.5644531
9234.8,3.8203125,-7.1875000,1.1875000,0.8901367,0.0633545,-0.4339600,-0.1235962,-9.1679688,-10.3925781,6.0351562
9240.4,4.0390625,-8.0000000,1.1914062,0.8801270,0.0294189,-0.4580078,-0.1215210,-9.8164062,-11.6621094,6.4960938
9244.4,4.9101562,-9.0859375,1.3906250,0.8691406,-0.0012207,-0.4799194,-0.1193848,-10.3457031,-12.9101562,6.9121094
9250.2,5.0429688,-9.0625000,1.9648438,0.8530273,-0.0391846,-0.5072632,-0.1162109,-10.5859375,-13.9101562,7.2460938
9254.7,5.5195312,-8.5625000,2.7343750,0.8366089,-0.0720215,-0.5311279,-0.1128540,-10.6347656,-14.7597656,7.4589844
9260.2,6.0898438,-7.2695312,3.5859375,0.8144531,-0.1105347,-0.5592651,-0.1080322,-10.4921875,-15.3750000,7.5585938
9264.4,6.7929688,-4.8398438,5.1445312,0.7919922,-0.1444092,-0.5841675,-0.1030884,-10.2343750,-15.8769531,7.5117188
9269.2,6.6835938,-3.7226562,6.3476562,0.7648926,-0.1804199,-0.6107788,-0.0969238,-9.8359375,-16.1601562,7.3535156
9274.8,6.0742188,-3.1640625,7.4414062,0.7380371,-0.2118530,-0.6341553,-0.0907593,-9.4550781,-16.3535156,7.1093750
9280.4,5.4101562,-2.6718750,8.3398438,0.7058105,-0.2454834,-0.6592407,-0.0834961,-9.1269531,-16.4335938,6.7929688
9284.2,3.6601562,-2.8359375,9.1914062,0.6768188,-0.2726440,-0.6794434,-0.0771484,-8.7949219,-16.3535156,6.4414062
9289.2,2.9921875,-2.9179688,9.8359375,0.6411743,-0.3027344,-0.7017212,-0.0695190,-8.4667969,-16.2246094,6.0878906
9294.7,2.6015625,-3.1875000,10.1289062,0.6101074,-0.3265381,-0.7191772,-0.0629883,-8.0644531,-16.0156250,5.7460938
9300.2,2.5312500,-3.5468750,10.1640625,0.5733643,-0.3520508,-0.7377930,-0.0550537,-7.5156250,-15.6777344,5.3984375
9304.4,2.1445312,-4.7148438,9.0117188,0.5407104,-0.3725586,-0.7527466,-0.0477295,-6.8417969,-15.1718750,5.0117188
9309.0,2.1406250,-5.1484375,8.3164062,0.5056152,-0.3924561,-0.7673340,-0.0393066,-6.1035156,-14.5429688,4.5742188
9314.8,2.0039062,-5.4804688,7.5195312,0.4747314,-0.4081421,-0.7791748,-0.0313110,-5.2929688,-13.7968750,4.1035156
9320.2,1.8242188,-5.5468750,6.7929688,0.4422607,-0.4228516,-0.7906494,-0.0222168,-4.4980469,-13.0605469,3.6269531
9324.4,1.6953125,-5.4570312,4.9960938,0.4144897,-0.4338379,-0.7998657,-0.0136108,-3.6816406,-12.3417969,3.1503906
9329.0,2.1562500,-5.1445312,4.6914062,0.3862305,-0.4434204,-0.8087769,-0.0039062,-2.8554688,-11.6582031,2.6660156
9334.8,2.5507812,-4.9218750,4.3242188,0.3624268,-0.4500122,-0.8161621,0.0054321,-1.9531250,-10.9453125,2.1601562
9340.2,2.9101562,-4.6289062,4.1132812,0.3378906,-0.4550781,-0.8236694,0.0166016,-1.0234375,-10.2460938,1.6308594
9344.4,3.1640625,-4.5625000,3.5117188,0.3190308,-0.4574585,-0.8295898,0.0267334,-0.1250000,-9.5761719,1.1015625
9349.2,3.7109375,-4.6406250,3.3750000,0.2988892,-0.4581909,-0.8361816,0.0394287,0.6660156,-8.9921875,0.5683594
9354.8,4.1640625,-4.5898438,3.2500000,0.2835693,-0.4570923,-0.8414917,0.0505371,1.2851562,-8.4902344,0.0527344
9360.2,4.6796875,-4.4140625,3.1757812,0.2669067,-0.4541626,-0.8475952,0.0639648,1.7265625,-8.0527344,-0.4199219
9364.4,4.6406250,-3.9296875,2.4960938,0.2540283,-0.4504395,-0.8526001,0.0751953,2.0078125,-7.6699219,-0.8281250
9369.2,4.4960938,-3.4726562,2.1015625,0.2398682,-0.4449463,-0.8582764,0.0883179,2.1718750,-7.3300781,-1.2128906
9374.7,4.2695312,-2.9218750,1.8085938,0.2285767,-0.4393921,-0.8630371,0.0991211,2.2246094,-7.0605469,-1.5859375
9380.2,4.2617188,-2.2617188,1.6718750,0.2157593,-0.4317627,-0.8686523,0.1113281,2.2070312,-6.8144531,-1.9687500
9383.8,4.5898438,-1.0468750,1.2343750,0.2050171,-0.4243164,-0.8735962,0.1215210,2.1328125,-6.6074219,-2.3281250
9389.0,4.7617188,-0.7812500,0.9843750,0.1937256,-0.4154053,-0.8789062,0.1317749,2.0039062,-6.4375000,-2.6816406
9394.8,4.7265625,-0.6835938,0.6953125,0.1834717,-0.4064331,-0.8839722,0.1406860,1.8085938,-6.2949219,-3.0253906
9400.2,4.5859375,-0.7070312,0.3945312,0.1721802,-0.3955688,-0.8896484,0.1497192,1.5996094,-6.1308594,-3.3613281
9404.0,4.2812500,-0.6523438,0.0468750,0.1623535,-0.3851318,-0.8947754,0.1571045,1.4335938,-5.8632812,-3.6796875
9409.0,4.2421875,-0.3554688,-0.2421875,0.1525269,-0.3734131,-0.9002075,0.1641235,1.3046875,-5.4375000,-3.9570312
9414.8,4.2539062,-0.1015625,-0.5039062,0.1444092,-0.3621216,-0.9050903,0.1697998,1.2128906,-4.8828125,-4.1523438
9420.2,4.3828125,0.0312500,-0.6640625,0.1366577,-0.3494263,-0.9102173,0.1752930,1.1132812,-4.3007812,-4.2558594
9478.0,12.0976562,0.5312500,-2.7656250,0.0430298,-0.2061768,-0.9509277,0.2267456,0.8593750,-0.4960938,-4.6230469
9499.2,12.9648438,0.6718750,-2.7265625,0.0471191,-0.1997070,-0.9520264,0.2270508,1.3750000,1.8007812,-5.6132812
9504.4,16.3046875,0.1875000,-3.6757812,0.0570068,-0.1864624,-0.9538574,0.2284546,1.4589844,2.6582031,-6.1445312
9509.2,15.4375000,-0.1367188,-3.6445312,0.0681763,-0.1726074,-0.9554443,0.2294922,1.4121094,2.7910156,-6.4707031
9514.4,13.8125000,-0.4023438,-3.8671875,0.0798950,-0.1579590,-0.9569092,0.2302246,1.3984375,3.0156250,-6.8535156
9520.2,12.0390625,-0.1835938,-4.3476562,0.0920410,-0.1428223,-0.9580688,0.2306519,1.3906250,3.2324219,-7.2714844
9523.8,10.4882812,0.2812500,-4.5390625,0.1045532,-0.1270752,-0.9589844,0.2308350,1.3730469,3.4277344,-7.7246094
9529.0,7.5312500,0.5898438,-4.5585938,0.1181030,-0.1097412,-0.9595947,0.2305908,1.2910156,3.5742188,-8.2207031
9534.4,6.0351562,0.3359375,-4.9062500,0.1333008,-0.0898438,-0.9598999,0.2297363,1.1933594,3.7636719,-8.7500000
9540.2,4.5664062,0.3203125,-5.6289062,0.1484985,-0.0696411,-0.9596558,0.2283325,1.0917969,4.0117188,-9.3144531
9543.8,2.7890625,0.0195312,-6.0898438,0.1632080,-0.0502319,-0.9589233,0.2265015,1.0468750,4.4218750,-9.9042969
9549.2,-0.7656250,-0.2773438,-5.7070312,0.1766968,0.0016479,-0.9572754,0.2289429,1.0234375,4.9472656,-10.4980469
9554.4,-2.4023438,-0.6132812,-5.5898438,0.1926880,0.0497437,-0.9524536,0.2305908,0.9843750,5.4414062,-11.0957031
9560.2,-3.8710938,-1.1210938,-5.5742188,0.2096558,0.0937500,-0.9452515,0.2318115,0.9296875,5.9023438,-11.6875000
9563.8,-5.0390625,-1.4804688,-5.6601562,0.2272949,0.1345825,-0.9360352,0.2326050,0.8378906,6.3496094,-12.2285156
9569.0,-6.5234375,-1.4375000,-5.6679688,0.2495728,0.1600342,-0.9271240,0.2293091,0.7363281,6.9003906,-12.7167969
9574.4,-7.2187500,-1.7343750,-5.5976562,0.2747803,0.1879883,-0.9156494,0.2252808,0.7500000,7.4941406,-13.1738281
9580.2,-7.8671875,-2.0546875,-5.6171875,0.2999268,0.2150269,-0.9027100,0.2211304,0.8183594,7.9628906,-13.5468750
9583.8,-8.6132812,-2.4843750,-5.5468750,0.3231812,0.2397461,-0.8893433,0.2172241,0.8964844,8.2968750,-13.8652344
9589.2,-9.7265625,-3.2812500,-5.0078125,0.3495483,0.2675781,-0.8723755,0.2125854,0.9765625,8.5898438,-14.1328125
9594.4,-11.0820312,-3.8750000,-4.2460938,0.3767700,0.2963867,-0.8527222,0.2075195,1.0566406,8.8398438,-14.3183594
9600.0,-11.9179688,-3.8320312,-3.9375000,0.4017334,0.3226318,-0.8327637,0.2026978,1.1171875,9.0390625,-14.4609375
9603.8,-12.6015625,-3.9960938,-4.0625000,0.4257202,0.3479004,-0.8115845,0.1976929,1.1425781,9.1621094,-14.5566406
9609.0,-14.4921875,-3.7578125,-3.8593750,0.4500122,0.3735962,-0.7880859,0.1921387,1.0898438,9.1914062,-14.5839844
9614.4,-16.0039062,-4.3867188,-3.7695312,0.4750977,0.4002075,-0.7613525,0.1856079,0.9843750,9.1601562,-14.5917969
9620.2,-17.6992188,-4.6718750,-3.7148438,0.4984131,0.4249878,-0.7342529,0.1786499,0.8242188,9.0781250,-14.5722656
9623.7,-19.2656250,-4.8281250,-3.5859375,0.5184937,0.4463501,-0.7088623,0.1716919,0.6171875,8.9492188,-14.5449219
9629.2,-22.8046875,-4.2617188,-3.3437500,0.5400391,0.4691772,-0.6794434,0.1630859,0.3906250,8.7890625,-14.4882812
9634.4,-24.6210938,-4.3515625,-3.2070312,0.5610962,0.4912720,-0.6483765,0.1531372,-0.0312500,8.5058594,-14.4726562
9639.0,-27.0976562,-3.5312500,-2.9687500,0.5797729,0.5104980,-0.6187744,0.1425781,-0.4804688,8.2617188,-14.4492188
9643.8,-29.0820312,-2.4726562,-3.1054688,0.5971680,0.5277100,-0.5896606,0.1312256,-0.9648438,8.0390625,-14.3925781
9649.2,-33.7382812,-0.0429688,-2.3203125,0.6145020,0.5438843,-0.5590820,0.1183472,-1.4394531,7.8105469,-14.2714844
9654.4,-35.3515625,1.1757812,-1.9335938,0.6324463,0.5595703,-0.5256348,0.1032104,-1.9628906,7.4921875,-14.0937500
9660.0,-36.6953125,2.7382812,-1.3203125,0.6480103,0.5719604,-0.4951172,0.0883789,-2.5058594,7.0625000,-13.8398438
9664.0,-37.3710938,3.7421875,-0.5859375,0.6622925,0.5820312,-0.4661255,0.0730591,-3.0605469,6.5683594,-13.4804688
9669.2,-38.7968750,3.1210938,1.3593750,0.6762695,0.5903931,-0.4369507,0.0563354,-3.6230469,6.0410156,-12.9609375
9674.4,-37.5781250,1.9687500,1.8085938,0.6907349,0.5969849,-0.4063110,0.0372925,-4.2792969,5.4355469,-12.2636719
9680.0,-35.5585938,1.1484375,2.1406250,0.7033081,0.6004639,-0.3800659,0.0195312,-4.9746094,4.7617188,-11.3320312
9683.8,-32.8554688,0.4023438,2.1210938,0.7150879,0.6010132,-0.3569336,0.0025024,-5.6894531,4.0585938,-10.1308594
9689.2,-26.3203125,-1.5117188,2.3046875,0.7271118,0.5985718,-0.3358154,-0.0143433,-6.4023438,3.3652344,-8.6191406
9694.4,-22.8515625,-2.8007812,2.2578125,0.7398071,0.5926514,-0.3169556,-0.0308228,-7.0781250,2.7148438,-6.8222656
9699.0,-19.8125000,-4.2343750,1.9804688,0.7520142,0.5839233,-0.3026733,-0.0441895,-7.6171875,2.2011719,-4.8339844
9704.0,-17.0781250,-5.6328125,1.7343750,0.7636108,0.5729980,-0.2926025,-0.0543213,-7.9726562,1.6601562,-2.7421875
9709.0,-12.8281250,-8.1953125,1.6093750,0.7755737,0.5592651,-0.2861938,-0.0618286,-8.1875000,0.9355469,-0.6523438
9714.4,-11.0351562,-9.3593750,1.5625000,0.7880249,0.5422363,-0.2838135,-0.0670166,-8.3417969,0.0839844,1.2988281
9719.2,-9.6132812,-10.3046875,1.5546875,0.7994995,0.5238037,-0.2856445,-0.0696411,-8.4843750,-0.8789062,2.9980469
9723.8,-8.4453125,-10.9804688,1.3867188,0.8092651,0.5056152,-0.2906494,-0.0703735,-8.6210938,-1.7675781,4.3964844
9729.0,-5.6601562,-11.2539062,1.4804688,0.8192139,0.4843750,-0.2990112,-0.0695190,-8.7050781,-2.3867188,5.5117188
9734.4,-4.7539062,-10.9296875,2.3085938,0.8292847,0.4599609,-0.3102417,-0.0670166,-8.7089844,-2.7226562,6.3789062
9739.2,-3.6367188,-10.7382812,3.2187500,0.8380737,0.4357910,-0.3220825,-0.0632324,-8.7226562,-2.8906250,7.0429688
9743.8,-2.2343750,-10.2421875,4.1367188,0.8454590,0.4132690,-0.3331909,-0.0587769,-8.7441406,-2.9257812,7.5683594
9749.0,1.0742188,-9.6445312,5.6757812,0.8527832,0.3881226,-0.3453979,-0.0529785,-8.8066406,-2.8886719,7.9492188
9754.4,1.9414062,-8.7187500,6.3242188,0.8601685,0.3599243,-0.3584595,-0.0457153,-8.8984375,-2.7031250,8.2480469
9759.0,2.2890625,-7.8710938,7.2148438,0.8665161,0.3328857,-0.3699951,-0.0382690,-9.0332031,-2.4804688,8.4746094
9764.0,3.1289062,-7.2304688,7.2500000,0.8720703,0.3064575,-0.3802490,-0.0307007,-9.1425781,-2.1992188,8.5996094
9769.0,4.7500000,-7.5312500,8.5078125,0.8774414,0.2784424,-0.3899536,-0.0225220,-9.2011719,-1.8886719,8.6093750
9774.2,5.4218750,-6.9960938,8.6484375,0.8825073,0.2483521,-0.3991699,-0.0135498,-9.1699219,-1.5488281,8.5117188
9779.2,5.9218750,-6.5703125,8.8320312,0.8867798,0.2193604,-0.4067383,-0.0050049,-9.0253906,-1.2304688,8.2324219
9783.8,6.2187500,-5.5976562,8.9023438,0.8900757,0.1939697,-0.4124756,0.0022583,-8.7734375,-0.9687500,7.7910156
9789.0,6.5625000,-4.6093750,8.5234375,0.8929443,0.1673584,-0.4177856,0.0093994,-8.5449219,-0.9667969,7.2539062
9794.2,6.5078125,-3.9414062,7.9531250,0.8949585,0.1392822,-0.4235229,0.0158691,-8.4882812,-1.4531250,6.6562500
9799.0,6.1445312,-3.4765625,7.3476562,0.8954468,0.1137085,-0.4299316,0.0202637,-8.5195312,-2.3730469,6.0273438
9803.8,5.5117188,-3.2304688,6.6328125,0.8942871,0.0900269,-0.4376831,0.0228271,-8.4804688,-3.4628906,5.3906250
9809.0,3.8164062,-3.3125000,5.3085938,0.8912964,0.0662842,-0.4478760,0.0239868,-8.3613281,-4.6699219,4.7871094
9814.2,2.9218750,-3.0976562,4.9257812,0.8859863,0.0419922,-0.4611816,0.0237427,-8.2128906,-5.9316406,4.2167969
9819.0,2.1523438,-2.8750000,4.5937500,0.8787842,0.0198364,-0.4763184,0.0222778,-8.1445312,-7.2832031,3.7050781
9823.8,1.4570312,-2.6835938,4.4492188,0.8696899,-0.0006104,-0.4932251,0.0198364,-8.1953125,-8.7402344,3.2656250
9829.2,0.8125000,-2.5859375,4.2968750,0.8577271,-0.0214844,-0.5134277,0.0163574,-8.2695312,-10.1875000,2.8984375
9834.2,0.6914062,-2.2773438,4.4375000,0.8417358,-0.0437012,-0.5380249,0.0118408,-8.3183594,-11.5000000,2.6328125
9839.0,0.7695312,-1.9960938,4.9062500,0.8244019,-0.0637817,-0.5623169,0.0073853,-8.3398438,-12.6660156,2.4941406
9843.8,1.0273438,-1.7890625,5.5859375,0.8050537,-0.0831299,-0.5873413,0.0029907,-8.3886719,-13.7187500,2.4531250
9849.0,1.4062500,-2.2343750,6.3750000,0.7822266,-0.1031494,-0.6144409,-0.0014648,-8.4570312,-14.6757812,2.5078125
9854.2,1.5585938,-2.4218750,7.0429688,0.7548218,-0.1246948,-0.6439209,-0.0058594,-8.5390625,-15.5097656,2.6484375
9859.2,1.6210938,-2.4960938,7.7187500,0.7255859,-0.1456299,-0.6724854,-0.0096436,-8.5917969,-16.1933594,2.8710938
9863.7,1.5703125,-2.5195312,8.2851562,0.6970825,-0.1646118,-0.6977539,-0.0123901,-8.5839844,-16.6953125,3.1562500
9869.2,1.8593750,-2.9335938,8.7148438,0.6640625,-0.1853027,-0.7241821,-0.0146484,-8.5214844,-17.0761719,3.4765625
9874.0,2.1289062,-3.1132812,9.2578125,0.6259766,-0.2077026,-0.7514648,-0.0160522,-8.3925781,-17.3183594,3.8027344
9879.2,2.5742188,-3.2187500,9.4804688,0.5880737,-0.2287598,-0.7755737,-0.0164795,-8.1660156,-17.4160156,4.0703125
9883.8,3.1601562,-3.3710938,9.4023438,0.5529175,-0.2472534,-0.7955322,-0.0159912,-7.8242188,-17.3945312,4.2695312
9889.0,4.1171875,-4.5625000,7.9609375,0.5140991,-0.2664185,-0.8151855,-0.0144043,-7.3535156,-17.2734375,4.3867188
9894.2,4.6718750,-5.2109375,7.5273438,0.4707031,-0.2863159,-0.8344727,-0.0114746,-6.7500000,-17.0078125,4.4296875
9899.2,5.0585938,-5.9062500,7.0585938,0.4310303,-0.3031616,-0.8498535,-0.0076904,-6.0664062,-16.6289062,4.3964844
9903.8,5.1914062,-6.3984375,6.4843750,0.3952637,-0.3171997,-0.8620605,-0.0031128,-5.3261719,-16.1972656,4.3085938
9908.8,4.9023438,-6.4062500,4.6679688,0.3576050,-0.3307495,-0.8733521,0.0029907,-4.5117188,-15.6367188,4.1484375
9914.2,5.1210938,-6.0195312,4.0976562,0.3174438,-0.3437500,-0.8836670,0.0109863,-3.6093750,-14.9687500,3.8964844
9919.0,5.5546875,-5.4804688,3.3828125,0.2833252,-0.3535767,-0.8912354,0.0193481,-2.6582031,-14.1308594,3.5312500
9923.8,6.1445312,-4.9257812,2.5195312,0.2526245,-0.3610840,-0.8972168,0.0284424,-1.6601562,-13.1835938,3.0468750
9929.0,6.8437500,-4.3984375,0.6093750,0.2236328,-0.3668213,-0.9021606,0.0388184,-0.6718750,-12.1328125,2.4824219
9934.2,7.3398438,-4.4218750,-0.0625000,0.1954346,-0.3707275,-0.9064941,0.0510254,0.2890625,-11.0234375,1.8476562
9939.0,7.9101562,-4.2968750,-0.6562500,0.1729736,-0.3722534,-0.9097290,0.0628052,1.1308594,-9.8867188,1.2050781
9943.8,8.7343750,-4.0546875,-0.9648438,0.1542358,-0.3720093,-0.9122925,0.0745850,1.8164062,-8.7929688,0.5488281
9949.2,9.9609375,-3.5312500,-1.3046875,0.1376953,-0.3700562,-0.9146118,0.0869141,2.2792969,-7.8398438,-0.1015625
9954.2,10.2578125,-3.4531250,-1.9179688,0.1225586,-0.3663330,-0.9169922,0.0997925,2.5605469,-7.0371094,-0.7519531
10056.0,7.0859375,0.9023438,-4.3515625,0.0529785,0.2173462,0.9514771,-0.2113647,0.2148438,-2.1816406,-4.3339844
10079.4,16.0312500,1.5000000,-3.2578125,0.0459595,0.1889648,0.9556885,-0.2209473,2.3007812,1.0292969,-4.3339844
10084.2,15.8828125,1.5781250,-2.8242188,0.0368042,0.1794434,0.9568481,-0.2255859,2.4570312,1.9121094,-4.4511719
10089.0,15.0390625,1.5390625,-1.5195312,0.0257568,0.1688843,0.9579468,-0.2304688,2.1933594,2.1035156,-4.5781250
10094.0,14.6328125,2.0546875,-1.3046875,0.0149536,0.1586914,0.9590454,-0.2342529,1.9902344,2.3925781,-4.7773438
10098.8,14.0000000,2.6914062,-1.2148438,0.0038452,0.1484985,0.9600220,-0.2373657,1.8261719,2.7578125,-5.0820312
10104.2,13.2187500,3.5703125,-1.3554688,0.0093384,-0.1364746,-0.9609985,0.2402344,1.6835938,3.1914062,-5.4707031
10108.8,9.2695312,1.1914062,-0.3046875,0.0227051,-0.1245728,-0.9619141,0.2422485,1.4589844,3.6171875,-5.9570312
10114.2,7.3085938,0.5234375,0.4062500,0.0368042,-0.1119995,-0.9627686,0.2433472,1.1601562,4.0507812,-6.5058594
10118.8,5.5117188,0.2421875,0.6640625,0.0529785,-0.0975952,-0.9635010,0.2435303,0.8710938,4.5488281,-7.0976562
10124.2,3.6406250,0.1796875,0.5351562,0.0709229,-0.0817261,-0.9640503,0.2426758,0.5761719,5.0937500,-7.7539062
10129.0,0.9726562,0.7304688,0.2929688,0.0903320,-0.0646973,-0.9641724,0.2407837,0.3613281,5.6972656,-8.4472656
10134.0,-0.1562500,1.0976562,0.0585938,0.1093750,-0.0482178,-0.9638062,0.2382812,0.2226562,6.2500000,-9.1660156
10138.8,-1.0234375,1.4765625,-0.2226562,0.1320801,-0.0281372,-0.9626465,0.2348022,0.1210938,6.5917969,-9.8750000
10144.2,-1.7656250,1.8398438,-0.4921875,0.1558228,-0.0065308,-0.9604492,0.2306519,0.1191406,6.8945312,-10.5273438
10149.2,-2.7500000,2.6367188,-0.3281250,0.1803589,0.0160522,-0.9570923,0.2261963,0.2421875,7.3789062,-11.0507812
10154.2,-3.3437500,2.7773438,-0.2421875,0.2055054,0.0389404,-0.9523926,0.2218018,0.4570312,7.8632812,-11.4726562
10159.0,-3.7734375,2.9570312,-0.3789062,0.2294922,0.0607910,-0.9466553,0.2178345,0.7050781,8.2128906,-11.8105469
10164.2,-4.3046875,3.2148438,-0.6953125,0.2583008,0.0872803,-0.9381714,0.2134399,0.9765625,8.4101562,-12.0585938
10169.0,-4.7304688,3.8945312,-1.3984375,0.2843628,0.1116943,-0.9288330,0.2095947,1.2304688,8.5136719,-12.2050781
10174.0,-5.3320312,3.6640625,-1.9140625,0.3105469,0.1365967,-0.9179077,0.2059326,1.4882812,8.5820312,-12.2714844
10179.0,-6.1210938,3.2304688,-2.3867188,0.3351440,0.1605225,-0.9060059,0.2026978,1.7226562,8.6074219,-12.2675781
10184.2,-6.9414062,2.6796875,-2.8828125,0.3619995,0.1871948,-0.8911743,0.1992798,1.8886719,8.5449219,-12.2128906
10189.2,-8.3281250,2.2968750,-3.8007812,0.3859863,0.2114868,-0.8762817,0.1960449,1.9648438,8.4550781,-12.0957031
10194.2,-9.2109375,2.0156250,-4.1796875,0.4083862,0.2345581,-0.8608398,0.1928711,1.9667969,8.3769531,-11.9570312
10198.8,-10.1406250,1.8085938,-4.4687500,0.4313354,0.2584839,-0.8433838,0.1892090,1.8886719,8.2929688,-11.8183594
10204.0,-11.1289062,1.4531250,-4.6367188,0.4539185,0.2820435,-0.8247070,0.1850586,1.7324219,8.1777344,-11.6875000
10209.2,-13.3125000,0.9492188,-4.3359375,0.4750366,0.3041992,-0.8057861,0.1804810,1.5097656,8.0605469,-11.5507812
10214.2,-14.4726562,0.2929688,-4.0625000,0.4959106,0.3259277,-0.7856445,0.1751099,1.2441406,8.0058594,-11.4511719
10219.0,-15.6757812,-0.4765625,-3.5351562,0.5141602,0.3445435,-0.7669067,0.1696167,0.9335938,8.0019531,-11.3906250
10224.0,-17.0234375,-1.0781250,-2.9843750,0.5347900,0.3649902,-0.7445679,0.1625366,0.5976562,8.0468750,-11.3554688
10229.2,-20.0195312,-1.2382812,-1.9960938,0.5540161,0.3833618,-0.7225342,0.1550293,0.2109375,8.1093750,-11.3359375
10234.2,-21.1328125,0.0703125,-2.0390625,0.5721436,0.3998413,-0.7008057,0.1470337,-0.2167969,8.1308594,-11.3046875
10238.8,-21.9843750,0.8828125,-1.9570312,0.5911255,0.4161377,-0.6770630,0.1376953,-0.6992188,8.1347656,-11.2558594
10244.0,-23.2031250,1.8203125,-1.8437500,0.6101685,0.4312744,-0.6523438,0.1271973,-1.2109375,8.0644531,-11.1777344
10249.2,-25.5742188,3.8984375,-0.9726562,0.6280518,0.4445190,-0.6280518,0.1160889,-1.7265625,7.9433594,-11.0625000
