ts_ms,ax,ay,az,qr,qi,qj,qk,gy,gp,gr
7880.2,-11.7187500,-17.2265625,-5.6875000,0.6442261,0.0895386,-0.7591553,0.0249023,0.0761719,9.5996094,-13.1816406
7885.8,-14.7109375,-18.3906250,-5.8242188,0.6626587,0.1138916,-0.7401733,0.0059204,-0.0058594,10.5976562,-14.4082031
7890.4,-17.9492188,-19.3906250,-6.4140625,0.6834717,0.1426392,-0.7156982,-0.0168457,-0.0253906,11.6015625,-15.7324219
7895.4,-24.9804688,-20.2890625,-8.2070312,0.7025146,0.1709595,-0.6897583,-0.0393677,0.0917969,12.5507812,-17.0800781
7900.2,-28.3242188,-20.5195312,-9.8476562,0.7227783,0.2045288,-0.6568604,-0.0657959,0.3652344,13.3964844,-18.4394531
7905.8,-30.9687500,-20.2187500,-11.3750000,0.7398071,0.2372437,-0.6229858,-0.0908813,0.8085938,14.1855469,-19.7597656
7910.4,-32.4843750,-19.9960938,-12.9726562,0.7565308,0.2761230,-0.5806885,-0.1195679,1.4511719,14.8808594,-21.0039062
7915.2,-40.2773438,-14.9296875,-17.3632812,0.7681274,0.3115845,-0.5403442,-0.1445923,2.2617188,15.4472656,-22.1328125
7920.2,-42.2148438,-11.2304688,-19.6523438,0.7775879,0.3553467,-0.4887085,-0.1738892,3.1718750,15.7988281,-23.0605469
7925.7,-43.3710938,-6.6914062,-20.7343750,0.7809448,0.3937988,-0.4426270,-0.1979370,4.0937500,15.8339844,-23.7246094
7930.2,-44.8945312,-2.0429688,-21.3007812,0.7796631,0.4384766,-0.3861084,-0.2253418,4.9062500,15.5097656,-24.1406250
7935.4,-48.3593750,2.9843750,-20.1484375,0.7731323,0.4776611,-0.3350830,-0.2487183,5.5214844,14.9160156,-24.2207031
7940.2,-50.2148438,5.0664062,-18.2070312,0.7607422,0.5186157,-0.2789307,-0.2730713,5.9453125,14.2812500,-23.9765625
7945.8,-49.9531250,6.5156250,-16.7656250,0.7454224,0.5532837,-0.2278442,-0.2937622,6.2890625,13.8027344,-23.3144531
7950.4,-48.8437500,6.6992188,-14.3789062,0.7244263,0.5885010,-0.1723022,-0.3148804,6.2070312,12.6953125,-22.2773438
7955.0,-41.2421875,5.7734375,-10.8164062,0.7035522,0.6152954,-0.1259155,-0.3323975,5.5585938,10.9863281,-20.8320312
7960.2,-34.6796875,4.3085938,-8.7421875,0.6801758,0.6390381,-0.0798950,-0.3500977,4.5390625,9.2656250,-18.9531250
7965.7,-27.9609375,2.1406250,-7.0273438,0.6610718,0.6545410,-0.0440674,-0.3641968,3.1328125,7.5351562,-16.6308594
7970.2,-21.7460938,0.0390625,-5.9257812,0.6422729,0.6664429,-0.0078125,-0.3785400,1.5585938,5.9960938,-13.8437500
7974.8,-11.7226562,-3.5429688,-4.1289062,0.6293945,0.6731567,0.0185547,-0.3878174,0.0117188,4.6503906,-10.6738281
7980.2,-7.4101562,-4.4375000,-3.5664062,0.6212158,0.6752930,0.0414429,-0.3953857,-1.5214844,3.2246094,-7.2421875
7984.8,-3.7734375,-4.7812500,-3.0273438,0.6193237,0.6738281,0.0561523,-0.3990479,-2.9746094,1.8808594,-3.7070312
7990.2,-0.6171875,-5.0625000,-2.5937500,0.6232910,0.6691284,0.0656738,-0.3993530,-4.1992188,0.8222656,-0.3730469
7994.8,4.1835938,-5.6640625,-1.9453125,0.6316528,0.6626587,0.0687866,-0.3964844,-5.1406250,-0.2500000,2.5273438
8000.2,5.4960938,-5.5117188,-1.5585938,0.6447144,0.6537476,0.0665894,-0.3905640,-5.8964844,-1.4726562,4.7773438
8005.8,6.5898438,-5.2421875,-1.2187500,0.6594849,0.6434937,0.0603027,-0.3838501,-6.4589844,-2.6816406,6.3691406
8010.2,6.9687500,-5.0585938,-0.7382812,0.6779175,0.6296997,0.0498047,-0.3759766,-6.8496094,-3.6250000,7.4765625
8014.8,7.6250000,-5.1914062,0.8750000,0.6958008,0.6156616,0.0377808,-0.3680420,-7.0605469,-4.1386719,8.2324219
8020.2,7.1367188,-5.2578125,1.1523438,0.7149658,0.5997925,0.0234375,-0.3585205,-7.1308594,-4.2773438,8.6542969
8025.8,6.2343750,-5.3203125,1.6562500,0.7323608,0.5845947,0.0098877,-0.3489380,-7.1230469,-4.0859375,8.7734375
8030.4,5.1015625,-5.5234375,1.9648438,0.7511597,0.5673828,-0.0046997,-0.3374634,-7.0625000,-3.6074219,8.6347656
8035.0,2.9023438,-5.2734375,2.9335938,0.7672729,0.5518188,-0.0166626,-0.3264160,-6.9746094,-2.9550781,8.2675781
8040.2,1.5429688,-4.6718750,3.1992188,0.7832031,0.5356445,-0.0272827,-0.3144531,-6.8750000,-2.2187500,7.7011719
8045.7,0.3398438,-3.7773438,3.3750000,0.7963867,0.5217896,-0.0347290,-0.3037720,-6.7187500,-1.4160156,6.9902344
8050.2,-0.7187500,-2.6328125,3.0976562,0.8104858,0.5063477,-0.0407104,-0.2915649,-6.4570312,-0.5644531,6.2207031
8054.8,-2.0937500,-0.3242188,2.5507812,0.8221436,0.4932861,-0.0437622,-0.2807617,-6.1464844,0.2851562,5.4218750
8060.2,-2.3789062,0.5546875,2.3320312,0.8331909,0.4805298,-0.0446777,-0.2700195,-5.8847656,0.8613281,4.6386719
8065.8,-2.2578125,1.1406250,2.1171875,0.8424683,0.4693604,-0.0438843,-0.2608643,-5.6777344,1.1406250,3.9375000
8070.2,-1.9296875,1.4101562,2.0390625,0.8517456,0.4574585,-0.0420532,-0.2520142,-5.5253906,1.1484375,3.3437500
8074.8,-1.1562500,0.7617188,2.1562500,0.8597412,0.4464111,-0.0400391,-0.2448120,-5.4140625,0.9492188,2.9257812
8080.2,-1.0468750,-0.1093750,2.2734375,0.8670044,0.4356689,-0.0384521,-0.2386475,-5.3457031,0.5390625,2.7324219
8085.7,-0.8554688,-1.2851562,2.3085938,0.8744507,0.4238892,-0.0377197,-0.2328491,-5.3457031,-0.0371094,2.7460938
8090.2,-0.6445312,-2.5507812,2.1406250,0.8815918,0.4116821,-0.0385742,-0.2276611,-5.5410156,-0.8789062,2.9140625
8095.0,-0.0429688,-4.5937500,0.9375000,0.8894043,0.3970337,-0.0418701,-0.2225952,-5.9394531,-2.0097656,3.2070312
8100.2,0.3320312,-5.1445312,-0.0664062,0.8963623,0.3828125,-0.0473022,-0.2185669,-6.4550781,-3.3417969,3.6230469
8104.8,0.8164062,-5.2070312,-1.3281250,0.9043579,0.3645630,-0.0567627,-0.2143555,-6.9492188,-4.7832031,4.1386719
8110.2,0.8906250,-5.4179688,-2.4335938,0.9124756,0.3439941,-0.0700684,-0.2101440,-7.3437500,-6.2851562,4.7441406
8114.8,1.2460938,-5.9882812,-4.8007812,0.9198608,0.3224487,-0.0865479,-0.2058716,-7.5820312,-7.8046875,5.3984375
8120.2,0.8632812,-6.1757812,-5.7539062,0.9263306,0.3003540,-0.1059570,-0.2013550,-7.6855469,-9.3339844,6.0625000
8124.8,0.6132812,-6.4062500,-6.7304688,0.9320679,0.2754517,-0.1304321,-0.1959839,-7.6484375,-10.7773438,6.7031250
8130.2,0.0820312,-6.5351562,-7.3945312,0.9363403,0.2488403,-0.1591797,-0.1896362,-7.4960938,-12.1171875,7.2988281
8134.8,-0.4257812,-7.1757812,-8.2460938,0.9386597,0.2225952,-0.1898804,-0.1826172,-7.2812500,-13.3144531,7.8652344
8140.2,-1.0000000,-7.2226562,-8.5390625,0.9389038,0.1968384,-0.2217407,-0.1748657,-7.0097656,-14.3105469,8.3750000
8144.8,-1.6523438,-7.1757812,-8.7695312,0.9368286,0.1691895,-0.2576294,-0.1654053,-6.6992188,-15.0234375,8.8417969
8150.2,-2.2890625,-7.0312500,-8.8398438,0.9320679,0.1398926,-0.2965088,-0.1540527,-6.3886719,-15.5351562,9.2695312
8155.0,-2.1406250,-7.0000000,-9.2578125,0.9252319,0.1126099,-0.3331909,-0.1420898,-6.0976562,-15.8476562,9.6699219
8160.2,-2.0820312,-6.5234375,-9.4257812,0.9168701,0.0872803,-0.3671875,-0.1298218,-5.8203125,-16.0097656,10.0371094
8164.8,-1.8750000,-6.0351562,-9.5703125,0.9051514,0.0588989,-0.4050293,-0.1145630,-5.5390625,-16.0839844,10.3886719
8170.2,-1.4335938,-5.6093750,-9.7382812,0.8917847,0.0317383,-0.4404907,-0.0985718,-5.2558594,-16.0351562,10.7460938
8175.2,0.1562500,-5.5937500,-10.2460938,0.8751221,0.0028076,-0.4772339,-0.0799561,-4.9316406,-15.8789062,11.0976562
8180.2,0.9023438,-5.3906250,-10.0664062,0.8574829,-0.0240479,-0.5102539,-0.0610352,-4.5898438,-15.6210938,11.4589844
8184.8,1.8007812,-5.2968750,-9.5546875,0.8399658,-0.0483398,-0.5388184,-0.0425415,-4.2402344,-15.2636719,11.8007812
8190.2,2.7539062,-5.1718750,-8.7734375,0.8181763,-0.0759888,-0.5695801,-0.0198364,-3.8964844,-14.7617188,12.1015625
8195.2,5.0742188,-5.9609375,-8.2539062,0.7960815,-0.1020508,-0.5964966,0.0029297,-3.5839844,-14.1328125,12.3359375
8200.2,6.1640625,-6.3085938,-7.2265625,0.7739868,-0.1268311,-0.6198730,0.0256348,-3.3300781,-13.4140625,12.5312500
8205.0,7.7695312,-6.4843750,-6.4687500,0.7522583,-0.1503296,-0.6397095,0.0478516,-3.1386719,-12.6386719,12.6503906
8210.2,8.8632812,-6.1640625,-5.6132812,0.7280273,-0.1759033,-0.6586304,0.0724487,-2.9765625,-11.7792969,12.6210938
8215.2,10.3281250,-6.5390625,-4.1601562,0.7050781,-0.1995239,-0.6737671,0.0953369,-2.8320312,-10.9003906,12.4394531
8220.0,10.4882812,-6.6914062,-3.2539062,0.6845703,-0.2203979,-0.6851807,0.1154175,-2.6660156,-9.9667969,12.0468750
8224.7,10.7773438,-5.8476562,-2.4140625,0.6626587,-0.2422485,-0.6953735,0.1364746,-2.5000000,-9.0605469,11.4687500
8230.2,10.8437500,-5.2695312,-1.8828125,0.6406860,-0.2635498,-0.7038574,0.1568604,-2.2949219,-8.2050781,10.6972656
8235.2,9.6679688,-5.9218750,-1.4062500,0.6210938,-0.2818604,-0.7102051,0.1744995,-2.0175781,-7.3535156,9.7519531
8240.0,9.5507812,-5.9218750,-0.5976562,0.6033936,-0.2977295,-0.7149658,0.1900024,-1.7109375,-6.4687500,8.6640625
8245.0,9.1093750,-5.3867188,0.0781250,0.5881348,-0.3108521,-0.7185059,0.2031250,-1.4179688,-5.6757812,7.5175781
8250.2,8.6484375,-4.5664062,0.4960938,0.5731201,-0.3229370,-0.7216187,0.2155762,-1.1523438,-5.0175781,6.3632812
8255.0,7.2968750,-3.7421875,0.9921875,0.5606079,-0.3320923,-0.7242432,0.2255859,-0.9277344,-4.4882812,5.2207031
8260.2,6.0937500,-3.5078125,1.5273438,0.5490723,-0.3394165,-0.7269287,0.2343140,-0.7773438,-4.1640625,4.1347656
8264.8,5.1484375,-3.1523438,1.7500000,0.5397949,-0.3441162,-0.7295532,0.2407227,-0.6113281,-3.9394531,3.1250000
8270.0,4.5703125,-2.7070312,1.6250000,0.5302124,-0.3474121,-0.7329712,0.2468872,-0.4257812,-3.7343750,2.1757812
8275.2,3.6992188,-2.1835938,0.8984375,0.5217285,-0.3488159,-0.7366943,0.2517090,-0.3750000,-3.7285156,1.3281250
8280.0,3.3476562,-2.2500000,0.4843750,0.5139160,-0.3486938,-0.7409668,0.2554321,-0.3613281,-3.8085938,0.5898438
8284.8,2.9648438,-2.3789062,0.1210938,0.5065918,-0.3472290,-0.7457275,0.2582397,-0.3710938,-3.9531250,-0.0332031
8345.0,9.9375000,-2.5585938,-7.2343750,0.3815918,-0.2809448,-0.8256226,0.3062134,1.5117188,-2.3066406,-3.2636719
8365.4,13.2226562,-6.6718750,-10.0546875,0.3833618,-0.2748413,-0.8269043,0.3061523,2.7636719,1.0859375,-5.6367188
8370.2,11.2031250,-7.0898438,-9.5742188,0.3940430,-0.2603149,-0.8272095,0.3043823,3.0683594,2.7617188,-6.9941406
8375.0,9.3515625,-7.5937500,-9.4843750,0.4074707,-0.2450562,-0.8265991,0.3010254,3.0000000,3.6621094,-7.8378906
8380.2,4.1015625,-9.5546875,-8.3320312,0.4239502,-0.2279663,-0.8251343,0.2957764,2.9882812,4.8144531,-8.9101562
8385.4,1.1523438,-9.8554688,-7.6289062,0.4450684,-0.2076416,-0.8221436,0.2878418,2.9941406,6.0605469,-10.1425781
8390.2,-1.7890625,-9.8476562,-7.0117188,0.4677734,-0.1867065,-0.8178711,0.2780762,2.9980469,7.3085938,-11.4316406
8394.8,-4.5742188,-9.7460938,-6.5703125,0.4912720,-0.1657715,-0.8123779,0.2670288,3.0156250,8.5371094,-12.7460938
8400.2,-9.5859375,-8.4218750,-6.4804688,0.5103149,-0.1085815,-0.8089600,0.2709351,3.1152344,9.7773438,-14.0078125
8405.2,-12.2031250,-7.9609375,-6.7265625,0.5410156,-0.0820923,-0.7969971,0.2557373,3.3183594,10.9257812,-15.2011719
8410.2,-14.5742188,-7.4492188,-7.2500000,0.5761108,-0.0512085,-0.7804565,0.2373657,3.7031250,12.0605469,-16.3066406
8414.8,-16.9257812,-6.4882812,-8.0078125,0.6072998,-0.0226440,-0.7630005,0.2203369,4.1777344,13.0566406,-17.3398438
8420.2,-20.4140625,-3.8554688,-9.7968750,0.6427002,0.0115356,-0.7394409,0.2000122,4.6777344,13.8417969,-18.2656250
8425.4,-22.5195312,-1.7343750,-10.6406250,0.6779175,0.0482788,-0.7115479,0.1782837,5.1835938,14.4296875,-19.0585938
8430.2,-24.3710938,1.3125000,-11.9882812,0.7111206,0.0861816,-0.6800537,0.1560669,5.7421875,14.9277344,-19.7246094
8434.8,-25.4023438,3.9648438,-13.9414062,0.7391357,0.1216431,-0.6484375,0.1355591,6.3300781,15.2558594,-20.2167969
8440.0,-26.3632812,8.9531250,-14.2460938,0.7667847,0.1610107,-0.6109619,0.1131592,6.8750000,15.3906250,-20.5527344
8445.4,-27.2734375,8.8476562,-13.9023438,0.7930298,0.2044678,-0.5669556,0.0886841,7.3339844,15.3359375,-20.6738281
8450.2,-28.3906250,7.7929688,-12.9453125,0.8137207,0.2455444,-0.5227661,0.0654297,7.5937500,15.0527344,-20.6093750
8454.7,-28.8710938,8.3203125,-11.4296875,0.8286133,0.2816772,-0.4817505,0.0446167,7.6308594,14.6328125,-20.3320312
8460.0,-27.5859375,9.5078125,-8.9062500,0.8408813,0.3188477,-0.4367676,0.0223999,7.3769531,14.1289062,-19.7578125
8465.4,-26.6210938,9.3320312,-8.0820312,0.8502197,0.3566284,-0.3871460,-0.0017090,6.6855469,13.3730469,-18.9316406
8470.2,-25.4140625,8.6718750,-7.2148438,0.8554688,0.3865967,-0.3436890,-0.0228271,5.6718750,12.4667969,-17.8300781
8474.8,-24.0937500,7.7226562,-6.3750000,0.8584595,0.4113159,-0.3034058,-0.0424194,4.5097656,11.6484375,-16.4492188
8480.2,-21.0546875,5.7382812,-4.3984375,0.8601685,0.4322510,-0.2636719,-0.0610962,3.3261719,10.9980469,-14.8300781
8485.2,-18.2226562,4.7070312,-3.8710938,0.8611450,0.4498901,-0.2231445,-0.0788574,2.1816406,10.3515625,-13.0683594
8490.2,-15.3710938,3.3828125,-3.3710938,0.8616943,0.4617310,-0.1889648,-0.0926514,0.9941406,9.5214844,-11.2695312
8494.8,-12.4453125,1.6132812,-3.1601562,0.8624268,0.4692383,-0.1591187,-0.1036377,-0.1054688,8.5937500,-9.4160156
8500.4,-7.2500000,-1.2734375,-2.9335938,0.8637085,0.4732666,-0.1318970,-0.1125488,-1.1601562,7.5312500,-7.5937500
8505.2,-5.0351562,-2.4257812,-2.7382812,0.8657837,0.4738770,-0.1073608,-0.1196899,-2.1523438,6.3027344,-5.8125000
8510.2,-3.2812500,-3.0156250,-2.1054688,0.8686523,0.4713135,-0.0885620,-0.1244507,-3.0996094,4.9160156,-4.1035156
8514.8,-1.5039062,-3.1250000,-1.7421875,0.8723755,0.4659424,-0.0752563,-0.1272583,-4.0156250,3.4433594,-2.4882812
8520.4,0.9453125,-2.2695312,-0.9101562,0.8772583,0.4577026,-0.0660400,-0.1287231,-4.8476562,2.0058594,-1.0410156
8525.2,1.3242188,-1.7578125,-0.7070312,0.8834229,0.4463501,-0.0606689,-0.1289062,-5.5136719,0.7226562,0.1972656
8530.2,0.9335938,-1.6484375,0.1328125,0.8899536,0.4337158,-0.0592041,-0.1279907,-6.0019531,-0.3671875,1.2109375
8534.8,1.3906250,-1.7031250,0.9648438,0.8964844,0.4202881,-0.0607910,-0.1262207,-6.2812500,-1.2519531,1.9980469
8540.4,0.7695312,-1.9921875,1.8046875,0.9033203,0.4055786,-0.0646973,-0.1237793,-6.3769531,-1.8808594,2.5156250
8545.2,-0.0390625,-2.0156250,2.3164062,0.9104614,0.3892212,-0.0704956,-0.1207886,-6.4355469,-2.3398438,2.7636719
8550.2,-0.9375000,-1.9570312,2.3945312,0.9170532,0.3731079,-0.0770264,-0.1178589,-6.4082031,-2.5722656,2.8457031
8554.8,-1.8281250,-1.6679688,2.4062500,0.9226074,0.3587036,-0.0831299,-0.1151123,-6.2695312,-2.4941406,2.8203125
8560.4,-3.0898438,-1.3984375,2.4765625,0.9281616,0.3435669,-0.0890503,-0.1121216,-6.0312500,-2.0917969,2.6972656
8565.2,-3.9570312,-1.1289062,2.1914062,0.9337769,0.3275757,-0.0944214,-0.1086426,-5.7089844,-1.5761719,2.5019531
8570.2,-4.6640625,-0.9882812,1.8085938,0.9385376,0.3137817,-0.0979004,-0.1055298,-5.3593750,-1.0488281,2.1757812
8596.0,-6.6171875,2.6640625,-1.1093750,0.9570312,0.2546997,-0.1012573,-0.0948486,-4.5136719,0.2421875,0.9726562
8600.9,-7.3281250,3.0117188,-2.3437500,0.9600220,0.2441406,-0.1000366,-0.0937500,-3.9804688,0.3027344,0.3339844
8605.2,-6.4023438,2.6914062,-2.6406250,0.9627075,0.2337036,-0.0988770,-0.0939331,-3.8906250,-0.0488281,0.2773438
8610.0,-5.3554688,2.2500000,-3.0156250,0.9648438,0.2243652,-0.0990601,-0.0943604,-3.9667969,-0.6699219,0.3613281
8615.2,-4.2421875,1.5351562,-3.1835938,0.9668579,0.2142944,-0.1011353,-0.0949097,-4.2265625,-1.6210938,0.5429688
8619.7,-1.7929688,-1.4570312,-3.9062500,0.9686890,0.2034302,-0.1057129,-0.0955200,-4.7246094,-2.9453125,0.8437500
8625.2,-0.6757812,-3.0507812,-4.4570312,0.9704590,0.1892700,-0.1146851,-0.0962524,-5.3730469,-4.5371094,1.2851562
8630.2,0.3515625,-4.6914062,-5.0234375,0.9718018,0.1735229,-0.1273193,-0.0965576,-6.1308594,-6.3046875,1.9121094
8635.4,1.0585938,-6.0937500,-5.4843750,0.9725342,0.1552734,-0.1442261,-0.0961304,-6.9941406,-8.2031250,2.7167969
8639.7,2.1992188,-7.9726562,-5.9921875,0.9724731,0.1356812,-0.1641235,-0.0947876,-7.9121094,-10.1582031,3.6503906
8644.4,2.1679688,-8.2851562,-5.9531250,0.9710083,0.1104736,-0.1911621,-0.0917969,-8.7597656,-12.0683594,4.6210938
8650.2,1.9062500,-8.2656250,-5.9296875,0.9672852,0.0817261,-0.2238159,-0.0870972,-9.5195312,-13.8867188,5.5839844
8655.2,1.6601562,-7.9570312,-5.9335938,0.9613037,0.0523071,-0.2579346,-0.0811768,-10.0820312,-15.4804688,6.4687500
8659.5,2.0546875,-6.8476562,-5.7343750,0.9531860,0.0232544,-0.2921753,-0.0740967,-10.3945312,-16.7929688,7.2382812
8664.2,1.9687500,-6.2539062,-5.4218750,0.9407959,-0.0107422,-0.3325806,-0.0645752,-10.4707031,-17.8281250,7.8828125
8670.0,1.9101562,-5.6015625,-5.1015625,0.9243774,-0.0460815,-0.3750000,-0.0531006,-10.3671875,-18.5859375,8.4355469
8675.2,1.9218750,-4.9296875,-4.8867188,0.9052124,-0.0796509,-0.4154053,-0.0407104,-10.1210938,-19.1093750,8.8847656
8679.7,2.4921875,-5.4023438,-4.0859375,0.8837891,-0.1113281,-0.4536743,-0.0275269,-9.7617188,-19.4042969,9.2734375
8684.2,2.5859375,-5.3828125,-3.1015625,0.8585205,-0.1434937,-0.4921265,-0.0124512,-9.3339844,-19.4687500,9.6425781
8690.0,3.0156250,-5.2343750,-2.2968750,0.8280640,-0.1773682,-0.5317993,0.0053711,-8.8417969,-19.3300781,10.0058594
8695.2,3.7421875,-4.8593750,-1.2734375,0.7971802,-0.2077637,-0.5664062,0.0233154,-8.3496094,-19.1093750,10.3828125
8699.5,5.6679688,-5.0195312,-0.5312500,0.7672729,-0.2345581,-0.5955200,0.0407104,-7.8105469,-18.6425781,10.7363281
8704.2,6.7968750,-5.1718750,0.3359375,0.7324219,-0.2633057,-0.6248779,0.0612793,-7.2265625,-18.0058594,11.0488281
8710.0,7.4765625,-5.5351562,1.1250000,0.6962280,-0.2910767,-0.6509399,0.0828857,-6.6230469,-17.2871094,11.2949219
8715.4,8.6796875,-6.4765625,1.8007812,0.6600342,-0.3170166,-0.6729736,0.1047974,-6.0000000,-16.4492188,11.4628906
8719.5,10.4921875,-8.6445312,2.0234375,0.6278687,-0.3388672,-0.6895142,0.1245728,-5.3808594,-15.5449219,11.5097656
8724.0,11.3046875,-8.8789062,2.1679688,0.5936890,-0.3610229,-0.7042236,0.1459351,-4.7695312,-14.6757812,11.4316406
8730.0,12.0507812,-8.6015625,2.2304688,0.5568848,-0.3835449,-0.7170410,0.1691284,-4.1347656,-13.8183594,11.2089844
8735.2,12.7382812,-7.7812500,2.4414062,0.5245972,-0.4020996,-0.7260132,0.1898193,-3.4062500,-12.8808594,10.7792969
8739.7,12.7148438,-5.2578125,2.2148438,0.4953003,-0.4179077,-0.7322998,0.2091064,-2.5917969,-11.8652344,10.1425781
8744.2,12.2421875,-3.8984375,2.2968750,0.4673462,-0.4318237,-0.7368774,0.2283936,-1.7363281,-10.7753906,9.2812500
8750.0,11.3359375,-3.0273438,2.4218750,0.4400024,-0.4440308,-0.7400513,0.2480469,-0.9414062,-9.7695312,8.1679688
8755.2,9.9492188,-2.7460938,2.2812500,0.4175415,-0.4523926,-0.7421265,0.2650146,-0.2890625,-8.9335938,6.8378906
8759.5,6.5585938,-2.5664062,1.9921875,0.3983154,-0.4575195,-0.7440186,0.2800293,0.2285156,-8.3203125,5.3320312
8764.2,5.5273438,-2.6289062,1.9375000,0.3807373,-0.4595947,-0.7465210,0.2941284,0.5898438,-7.8925781,3.6972656
8770.2,4.8242188,-2.8281250,1.8281250,0.3639526,-0.4584351,-0.7501831,0.3076782,0.8496094,-7.5078125,2.0664062
8775.2,4.1054688,-3.0507812,1.6875000,0.3506470,-0.4543457,-0.7544556,0.3184814,1.0292969,-7.0507812,0.5371094
8779.5,1.5859375,-3.1484375,1.7578125,0.3397827,-0.4479370,-0.7593994,0.3275146,1.1816406,-6.4843750,-0.8027344
8784.2,0.2109375,-3.1757812,1.8203125,0.3307495,-0.4392090,-0.7650146,0.3352661,1.3242188,-5.8203125,-1.9335938
8790.2,-1.0898438,-3.0820312,1.6523438,0.3233032,-0.4280396,-0.7714233,0.3422852,1.4628906,-5.1074219,-2.8378906
8795.2,-2.2148438,-2.7343750,1.3867188,0.3184814,-0.4166870,-0.7773438,0.3474731,1.5371094,-4.5058594,-3.5429688
8799.5,-3.6367188,-1.6484375,0.7539062,0.3151855,-0.4048462,-0.7830811,0.3514404,1.4609375,-4.1171875,-4.0546875
8804.2,-3.8476562,-0.9453125,0.2539062,0.3123779,-0.3920288,-0.7892456,0.3546753,1.2773438,-3.9687500,-4.3906250
8810.4,-3.9218750,-0.1914062,-0.4140625,0.3094482,-0.3776245,-0.7962036,0.3573608,1.0507812,-4.0136719,-4.5976562
8815.4,-3.7695312,0.4335938,-1.1484375,0.3063354,-0.3638916,-0.8029175,0.3593140,0.8164062,-4.1679688,-4.7265625
8819.5,-2.6289062,1.3867188,-2.3515625,0.3029785,-0.3510742,-0.8092041,0.3607178,0.6210938,-4.3632812,-4.7460938
8824.0,-1.6679688,1.7148438,-2.6875000,0.2988281,-0.3372192,-0.8160400,0.3619995,0.5332031,-4.4843750,-4.6777344
8830.2,-0.4140625,2.0546875,-2.6640625,0.2939453,-0.3222656,-0.8232422,0.3633423,0.5312500,-4.4980469,-4.5214844
8835.4,1.0664062,2.2109375,-2.6835938,0.2891235,-0.3083496,-0.8296509,0.3647461,0.5976562,-4.4023438,-4.2890625
8840.2,2.3789062,2.1601562,-2.7617188,0.2849121,-0.2963867,-0.8348389,0.3660889,0.7050781,-4.1914062,-4.0156250
8942.0,11.6953125,-2.8554688,-8.8476562,0.1666260,-0.0699463,-0.9085083,0.3767090,0.2011719,0.1386719,-6.7167969
8964.2,-2.1679688,0.9375000,-5.6992188,0.1926880,-0.0355835,-0.9088135,0.3682861,-0.1210938,5.0078125,-12.5351562
8970.4,-2.9453125,1.5195312,-5.3359375,0.2200317,-0.0088501,-0.9066772,0.3598633,-0.1523438,6.8320312,-14.4003906
8975.0,-3.7031250,1.9140625,-4.9726562,0.2463989,0.0155029,-0.9030151,0.3516235,-0.0136719,7.2226562,-14.6035156
8980.2,-4.8359375,2.5117188,-4.0390625,0.2783203,0.0444946,-0.8966064,0.3416138,0.1601562,7.6757812,-14.8710938
8985.0,-5.5664062,2.4843750,-3.4453125,0.3081055,0.0712891,-0.8886719,0.3320923,0.3203125,8.0820312,-15.0781250
8990.4,-6.1875000,2.3085938,-2.9531250,0.3384399,0.0982666,-0.8786621,0.3221436,0.4218750,8.3828125,-15.1914062
8994.7,-6.8007812,1.9375000,-2.3984375,0.3676147,0.1240845,-0.8671875,0.3121338,0.4433594,8.6230469,-15.2167969
8999.2,-7.7304688,1.4804688,-1.9179688,0.3975220,0.1503296,-0.8535767,0.3013306,0.4042969,8.8417969,-15.1640625
9005.0,-9.6093750,1.5234375,-0.8007812,0.4287720,0.1781616,-0.8375244,0.2880249,0.3242188,9.0390625,-15.0839844
9010.4,-10.4531250,1.6445312,-0.3750000,0.4580688,0.2038574,-0.8203125,0.2750854,0.2089844,9.1953125,-14.9824219
9014.7,-11.2265625,1.7890625,-0.0625000,0.4853516,0.2274780,-0.8023682,0.2625122,0.0742188,9.3300781,-14.8964844
9019.2,-11.8750000,1.9062500,0.1523438,0.5130005,0.2510376,-0.7821655,0.2490845,-0.0683594,9.4414062,-14.8046875
9025.2,-13.1757812,2.9609375,0.2812500,0.5421753,0.2756348,-0.7584839,0.2339478,-0.2031250,9.5136719,-14.7441406
9030.4,-13.9882812,3.2421875,-0.0039062,0.5684814,0.2977295,-0.7348633,0.2193604,-0.3300781,9.5820312,-14.7226562
9034.5,-14.8593750,3.3671875,-0.3007812,0.5916748,0.3172607,-0.7120361,0.2055664,-0.4101562,9.6289062,-14.6875000
9039.2,-15.9921875,2.9375000,-0.6875000,0.6157227,0.3375854,-0.6860962,0.1903076,-0.4960938,9.6113281,-14.6582031
9045.0,-18.2773438,3.5429688,-1.0429688,0.6405029,0.3586426,-0.6566162,0.1732178,-0.6171875,9.4882812,-14.6171875
9050.4,-18.8320312,4.5625000,-1.4179688,0.6621094,0.3773193,-0.6282349,0.1566772,-0.8105469,9.2753906,-14.5273438
9054.7,-19.3164062,4.9023438,-1.5117188,0.6813354,0.3939819,-0.6007690,0.1402588,-1.0917969,8.9726562,-14.3671875
9059.2,-20.0000000,5.1484375,-1.4882812,0.6998291,0.4098511,-0.5720215,0.1226196,-1.4394531,8.6171875,-14.1152344
9065.0,-21.3945312,5.6250000,-1.3554688,0.7180786,0.4250488,-0.5413818,0.1032104,-1.8203125,8.2304688,-13.7597656
9070.4,-21.5703125,5.2421875,-1.1445312,0.7338867,0.4375000,-0.5126953,0.0844727,-2.2578125,7.8007812,-13.2695312
