SECONDS,ax,ay,az,qr,qi,qj,qk,gy,gp,gr
9.4717,0.0156250,0.0097656,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.4768,0.0234375,-0.0292969,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.4822,0.0351562,0.0097656,0.0273438,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.4870,0.0312500,-0.0019531,-0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.4915,0.0117188,0.0214844,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.4970,-0.0039062,0.0175781,-0.0351562,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.5020,0.0273438,-0.0097656,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.5070,0.0078125,0.0136719,0.0312500,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.5117,0.0000000,0.0058594,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828369,0.0000000,0.0000000,0.0000000
9.5168,-0.0195312,0.0058594,-0.0156250,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5220,-0.0429688,-0.0136719,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5270,0.0039062,-0.0058594,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5317,0.0312500,0.0019531,0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5368,-0.0156250,0.0136719,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5420,-0.0078125,0.0097656,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5470,-0.0234375,-0.0136719,-0.0273438,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5517,-0.0078125,-0.0097656,-0.0273438,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5568,0.0234375,-0.0292969,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5620,-0.0039062,-0.0019531,0.0000000,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5670,0.0117188,-0.0136719,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5715,0.0195312,0.0175781,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5767,0.0117188,0.0097656,-0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5820,0.0351562,-0.0136719,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5870,0.0117188,0.0019531,0.0507812,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5913,0.0195312,-0.0019531,0.0000000,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.5965,0.0117188,-0.0136719,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6022,-0.0039062,-0.0019531,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6070,-0.0078125,-0.0097656,0.0000000,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6115,0.0156250,-0.0097656,0.0390625,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6167,0.0078125,0.0019531,0.0000000,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6222,0.0078125,-0.0058594,0.0585938,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6325,-0.0234375,0.0214844,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6368,-0.0312500,-0.0097656,0.0039062,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6420,0.0000000,-0.0136719,0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6470,-0.0234375,0.0214844,0.0312500,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6558,0.0117188,0.0019531,0.0312500,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6573,0.0117188,0.0019531,0.0312500,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6620,0.0195312,0.0175781,0.0312500,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6670,0.0078125,0.0136719,0.0507812,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6717,-0.0234375,-0.0019531,0.0039062,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6770,0.0000000,0.0058594,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6820,0.0156250,0.0292969,-0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6870,0.0117188,0.0019531,0.0312500,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6917,0.0234375,0.0058594,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.6970,0.0234375,0.0058594,-0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7020,0.0039062,0.0136719,0.0000000,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7072,0.0156250,0.0097656,0.0312500,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7122,-0.0234375,-0.0136719,-0.0156250,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7168,0.0000000,0.0058594,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7220,-0.0078125,0.0097656,0.0117188,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7272,0.0039062,-0.0058594,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7322,0.0234375,0.0058594,-0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7375,0.0273438,-0.0097656,-0.0078125,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7421,0.0234375,0.0058594,0.0195312,0.9573975,-0.0268555,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.7557,0.0000000,0.0253906,-0.0078125,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8130,0.0000000,-0.0136719,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8690,0.0039062,-0.0058594,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8728,-0.0156250,-0.0058594,0.0195312,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8787,0.0156250,-0.0449219,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8843,0.0351562,-0.0136719,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8882,0.0195312,-0.0019531,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8938,0.0000000,0.0058594,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.8988,0.0039062,0.0253906,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9040,-0.0039062,-0.0019531,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9092,0.0000000,-0.0136719,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9130,0.0078125,0.0136719,0.0390625,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9175,0.0039062,0.0058594,0.0390625,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9240,-0.0078125,-0.0449219,-0.0156250,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9292,0.0312500,-0.0019531,-0.0390625,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9330,-0.0039062,-0.0019531,0.0195312,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9375,0.0312500,0.0175781,-0.0078125,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9440,0.0078125,0.0097656,0.0312500,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9492,-0.0117188,0.0175781,-0.0078125,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9530,0.0156250,0.0058594,0.0312500,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9575,-0.0078125,0.0058594,-0.0195312,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9640,0.0234375,0.0019531,0.0390625,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9692,-0.0078125,-0.0175781,-0.0195312,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9732,0.0078125,0.0097656,0.0468750,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9775,0.0039062,0.0097656,-0.0273438,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9838,-0.0039062,-0.0058594,-0.0195312,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9892,0.0117188,-0.0019531,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9930,0.0000000,0.0371094,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
9.9975,-0.0117188,-0.0253906,-0.0078125,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0038,-0.0312500,-0.0136719,-0.0273438,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0092,-0.0117188,-0.0253906,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0134,-0.0234375,0.0136719,0.0390625,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0175,-0.0156250,0.0097656,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0232,-0.0156250,-0.0097656,-0.0156250,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0292,-0.0078125,-0.0175781,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0332,0.0039062,0.0019531,0.0312500,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0375,-0.0156250,0.0097656,0.0195312,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0432,0.0117188,-0.0175781,-0.0078125,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0492,-0.0195312,0.0019531,-0.0273438,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0532,0.0156250,0.0058594,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0573,-0.0039062,-0.0058594,-0.0078125,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0638,0.0078125,0.0097656,0.0195312,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0692,-0.0390625,-0.0097656,-0.0156250,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0732,0.0000000,0.0019531,-0.0273438,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0775,-0.0078125,0.0058594,0.0117188,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0832,-0.0156250,-0.0097656,-0.0156250,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0892,-0.0429688,0.0019531,0.0039062,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0964,0.0195312,0.0136719,-0.0273438,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.0983,0.0195312,0.0136719,-0.0273438,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.1040,-0.0273438,0.0058594,-0.0156250,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.1092,-0.0117188,0.0175781,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.1130,0.0078125,0.0097656,0.0000000,0.9573975,-0.0269165,-0.0513916,0.2828979,0.0000000,0.0000000,0.0000000
10.1177,0.0390625,0.0253906,0.0000000,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1234,0.0234375,0.0214844,-0.0078125,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1292,-0.0312500,-0.0019531,0.0312500,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1338,0.0156250,0.0058594,0.0390625,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1373,0.0000000,0.0019531,0.0117188,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1433,-0.0117188,-0.0019531,0.0000000,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1488,0.0156250,0.0058594,0.0000000,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1538,0.0273438,0.0097656,0.0078125,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1585,0.0234375,-0.0019531,0.0117188,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1634,-0.0078125,0.0058594,-0.0078125,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1692,0.0117188,0.0175781,0.0117188,0.9573975,-0.0269165,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1740,-0.0156250,0.0332031,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1787,-0.0195312,0.0019531,0.0312500,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1834,-0.0117188,-0.0019531,0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1892,-0.0273438,-0.0292969,0.0039062,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1940,-0.0195312,0.0019531,0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.1975,-0.0195312,0.0019531,-0.0273438,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2034,-0.0039062,-0.0058594,-0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2092,-0.0312500,0.0214844,-0.0156250,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2138,-0.0117188,0.0175781,0.0117188,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2175,0.0117188,0.0175781,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2234,0.0195312,-0.0214844,-0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2292,0.0312500,-0.0058594,0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2338,0.0117188,-0.0253906,0.0312500,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2377,0.0078125,0.0292969,0.0117188,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2434,0.0117188,-0.0019531,0.0000000,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2492,0.0117188,0.0175781,-0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2538,0.0000000,0.0136719,0.0312500,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2575,-0.0039062,-0.0058594,0.0000000,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2630,0.0039062,0.0019531,0.0390625,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2692,-0.0039062,0.0175781,0.0117188,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2738,0.0039062,-0.0214844,0.0117188,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2777,-0.0234375,-0.0136719,0.0117188,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2834,-0.0273438,0.0214844,0.0390625,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2892,-0.0234375,0.0058594,0.0000000,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2942,0.0000000,-0.0488281,0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.2985,0.0000000,-0.0058594,0.0000000,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.3032,0.0312500,-0.0332031,0.0117188,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.3092,-0.0156250,0.0019531,-0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.3164,0.0000000,-0.0058594,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.3213,0.0273438,0.0019531,0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4230,-0.0195312,0.0136719,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4490,-0.0195312,0.0136719,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4534,0.0000000,-0.0292969,0.0312500,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4580,0.0117188,0.0097656,0.0468750,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4632,0.0117188,0.0097656,0.0117188,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4690,-0.0078125,-0.0214844,0.0507812,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4727,0.0195312,-0.0371094,0.0585938,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4778,-0.0078125,0.0332031,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4834,0.0273438,0.0214844,-0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4892,0.0585938,-0.0175781,-0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4927,0.0156250,-0.0019531,-0.0273438,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.4978,-0.0117188,-0.0097656,0.0195312,0.9573975,-0.0268555,-0.0514526,0.2828979,0.0000000,0.0000000,0.0000000
10.5034,0.0195312,0.0058594,0.0000000,0.9573975,-0.0268555,-0.0514526,0.2828369,0.0000000,0.0000000,0.0000000
10.5090,0.0351562,-0.0058594,0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828369,0.0000000,0.0000000,0.0000000
10.5128,0.0078125,-0.0097656,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828369,0.0000000,0.0000000,0.0000000
10.5180,0.0078125,0.0019531,-0.0078125,0.9573975,-0.0268555,-0.0514526,0.2828369,0.0000000,0.0000000,0.0000000
